,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,sqft_price,city,state_id,state_name,county_name,view_average,condition_average,grade_average,sqft_price_average,view_std,condition_std,grade_std,sqft_price_std,view_zscore,condition_zscore,grade_zscore,sqft_price_zscore,quality_zscore,zscore_delta
17952,272000945,2015-03-25,826000.0,3,3.25,2330,4000,1.0,0,2,3,10,1730,600,2015-03-25,2015-03-25,98144,47.5882,-122.295,2080,4000,354.50643776824035,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-0.32530031763016487,-0.8066778233125089,2.382818494969844,0.8045879414480961,1.2508403540271704,0.44625241257907433
13513,9808640040,2015-03-06,850000.0,3,2.5,2340,1919,2.0,0,2,4,9,2340,0,2015-03-06,2015-03-06,98033,47.6512,-122.203,2415,2166,363.2478632478632,Kirkland,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-0.32530031763016487,0.5571898367210116,1.1262839831529488,0.9225178795105865,1.3581735022437955,0.435655622733209
1888,9253900354,2014-07-01,580000.0,3,2.5,2200,11000,2.0,0,2,3,9,2200,0,2014-07-01,2014-07-01,98008,47.5916,-122.112,2200,12851,263.6363636363636,Bellevue,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-0.32530031763016487,-0.8066778233125089,1.1262839831529488,-0.42133364755210656,-0.00569415778972493,0.41563948976238163
2130,2483200060,2014-06-12,678500.0,3,2.0,2460,6600,1.0,0,2,4,8,1370,1090,2014-06-12,2014-06-12,98136,47.5215,-122.383,2150,6600,275.8130081300813,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-0.32530031763016487,0.5571898367210116,-0.1302505286639463,-0.2570594185604476,0.10163899042690047,0.35869840898734806
20457,3342100569,2014-08-13,950000.0,3,2.5,2700,6947,2.0,0,3,3,9,2700,0,2014-08-13,2014-08-13,98056,47.5172,-122.208,2500,6947,351.85185185185185,Renton,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,0.7861424342728991,-0.8066778233125089,1.1262839831529488,0.7687751151040384,1.105748594113339,0.3369734790093005
21554,2855000110,2014-08-08,388000.0,3,2.5,2198,6222,2.0,0,2,3,8,2198,0,2014-08-08,2014-08-08,98198,47.3906,-122.304,2198,7621,176.5241128298453,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-0.32530031763016487,-0.8066778233125089,-0.1302505286639463,-1.5965587142239603,-1.26222866960662,0.3343300446173403
13362,3827600040,2014-05-02,749950.0,3,2.5,2770,10773,2.0,0,2,3,9,2770,0,2014-05-02,2014-05-02,98008,47.5754,-122.12,2530,10423,270.74007220216606,Bellevue,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-0.32530031763016487,-0.8066778233125089,1.1262839831529488,-0.32549802976506276,-0.00569415778972493,0.31980387197533783
9277,8129700644,2014-07-03,715000.0,3,4.0,2080,2250,3.0,0,4,3,8,2080,0,2014-07-03,2014-07-03,98103,47.6598,-122.355,2080,2250,343.75,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,1.897585186175963,-0.8066778233125089,-0.1302505286639463,0.659473618533758,0.9606568341995078,0.3011832156657498
18666,4073200757,2014-12-31,690000.0,3,2.0,1890,6620,1.0,0,3,4,8,1890,0,2014-12-31,2014-12-31,98125,47.7016,-122.274,2590,7188,365.07936507936506,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,0.7861424342728991,0.5571898367210116,-0.1302505286639463,0.9472265380759247,1.2130817423299642,0.2658552042540395
1531,2864600105,2014-06-24,819000.0,3,3.5,2130,6150,2.0,0,2,5,8,1530,600,2014-06-24,2014-06-24,98199,47.6491,-122.405,2040,5381,384.50704225352115,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-0.32530031763016487,1.9210574967545322,-0.1302505286639463,1.2093239238154792,1.4655066504604208,0.2561827266449417
3965,8815400735,2014-05-29,680000.0,3,2.25,2330,4000,1.5,0,2,5,7,1520,810,2014-05-29,2014-05-29,98115,47.6732,-122.29,1870,4000,291.84549356223175,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-0.32530031763016487,1.9210574967545322,-1.3867850404808415,-0.040766318721215,0.2089721386435257,0.2497384573647407
3131,9829200590,2014-10-28,759000.0,3,2.75,1960,6390,1.5,0,2,5,8,1960,0,2014-10-28,2014-10-28,98122,47.6032,-122.285,2440,5870,387.2448979591837,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-0.32530031763016487,1.9210574967545322,-0.1302505286639463,1.2462601368559576,1.4655066504604208,0.21924651360446323
359,952003285,2014-08-05,679900.0,3,2.5,2440,5750,2.0,0,2,3,9,1980,460,2014-08-05,2014-08-05,98116,47.565,-122.381,1520,5750,278.6475409836066,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-0.32530031763016487,-0.8066778233125089,1.1262839831529488,-0.2188189411198333,-0.00569415778972493,0.21312478333010837
5817,9577800005,2014-10-22,775000.0,3,2.5,2780,5467,2.0,0,2,3,9,2780,0,2014-10-22,2014-10-22,98126,47.5791,-122.378,2630,5000,278.7769784172662,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-0.32530031763016487,-0.8066778233125089,1.1262839831529488,-0.21707271007662057,-0.00569415778972493,0.21137855228689564
4186,8073000265,2014-09-18,360000.0,3,2.0,1960,8846,1.0,0,3,4,6,980,980,2014-09-18,2014-09-18,98178,47.5101,-122.246,2190,6363,183.6734693877551,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,0.7861424342728991,0.5571898367210116,-2.6433195522977364,-1.5001072626813758,-1.2999872813038258,0.20011998137755005
19203,6324000115,2014-09-22,727500.0,3,2.0,2660,5000,1.5,0,3,3,8,1940,720,2014-09-22,2014-09-22,98116,47.5829,-122.382,2270,5000,273.49624060150376,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,0.7861424342728991,-0.8066778233125089,-0.1302505286639463,-0.2883147615004787,-0.15078591770355612,0.13752884379692257
13966,6102400166,2014-09-05,649000.0,3,2.0,1810,17006,2.0,1,4,3,8,1810,0,2014-09-05,2014-09-05,98166,47.4663,-122.369,2180,24911,358.56353591160223,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,1.897585186175963,-0.8066778233125089,-0.1302505286639463,0.8593219586716523,0.9606568341995078,0.10133487552785547
15900,1193000280,2014-05-27,994000.0,3,2.25,2510,6339,1.5,0,2,5,8,1810,700,2014-05-27,2014-05-27,98199,47.6496,-122.391,1820,5741,396.0159362549801,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-0.32530031763016487,1.9210574967545322,-0.1302505286639463,1.3645895792767866,1.4655066504604208,0.10091707118363424
17376,4154305575,2014-09-03,836500.0,3,2.5,2230,7200,3.0,0,3,3,9,2230,0,2014-09-03,2014-09-03,98118,47.558,-122.265,2230,7200,375.11210762331837,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,0.7861424342728991,-0.8066778233125089,1.1262839831529488,1.082577541131821,1.105748594113339,0.023171052981517892
10362,9536600105,2015-01-09,600000.0,3,2.75,2080,16740,1.0,0,3,3,8,1580,500,2015-01-09,2015-01-09,98198,47.3632,-122.324,2175,7568,288.46153846153845,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,0.7861424342728991,-0.8066778233125089,-0.1302505286639463,-0.08641901190738698,-0.15078591770355612,-0.06436690579616915
2728,3760500435,2015-01-14,570000.0,3,2.75,2730,11936,2.0,0,2,3,8,1530,1200,2015-01-14,2015-01-14,98034,47.6987,-122.231,2810,12333,208.7912087912088,Kirkland,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-0.32530031763016487,-0.8066778233125089,-0.1302505286639463,-1.1612456594995957,-1.26222866960662,-0.10098301010702437
8680,2719100115,2014-11-04,690000.0,3,2.0,2360,6149,2.0,0,3,3,8,1560,800,2014-11-04,2014-11-04,98136,47.5433,-122.384,2000,6149,292.3728813559322,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,0.7861424342728991,-0.8066778233125089,-0.1302505286639463,-0.03365136819158032,-0.15078591770355612,-0.1171345495119758
14094,9808630210,2015-03-13,789800.0,3,2.5,2605,2216,2.0,0,2,3,9,2090,515,2015-03-13,2015-03-13,98033,47.6536,-122.203,2605,2300,303.1861804222649,Kirkland,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-0.32530031763016487,-0.8066778233125089,1.1262839831529488,0.11223006637723766,-0.00569415778972493,-0.11792422416696259
9278,8129700644,2015-04-24,780000.0,3,4.0,2080,2250,3.0,0,4,3,8,2080,0,2015-04-24,2015-04-24,98103,47.6598,-122.355,2080,2250,375.0,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,1.897585186175963,-0.8066778233125089,-0.1302505286639463,1.08106510530484,0.9606568341995078,-0.12040827110533214
126,4058801670,2014-07-17,445000.0,3,2.25,2100,8201,1.0,0,2,3,8,1620,480,2014-07-17,2014-07-17,98178,47.5091,-122.244,2660,8712,211.9047619047619,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-0.32530031763016487,-0.8066778233125089,-0.1302505286639463,-1.1192409399385208,-1.26222866960662,-0.14298772966809925
12440,2624049035,2014-06-17,560000.0,3,2.0,2340,3477,1.0,0,1,5,7,1170,1170,2014-06-17,2014-06-17,98118,47.54,-122.267,2110,6300,239.31623931623932,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-1.4367430695332288,1.9210574967545322,-1.3867850404808415,-0.7494346834106267,-0.9024706132595381,-0.15303592984891146
13980,1818800144,2014-05-02,750000.0,3,2.5,2390,6550,1.0,0,2,4,8,1440,950,2014-05-02,2014-05-02,98116,47.5714,-122.408,2010,6550,313.8075313807531,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-0.32530031763016487,0.5571898367210116,-0.1302505286639463,0.2555219429246458,0.10163899042690047,-0.15388295249774533
2907,1455600015,2014-12-12,760000.0,3,3.5,2350,10739,1.0,0,2,5,7,1340,1010,2014-12-12,2014-12-12,98125,47.7288,-122.284,2580,11026,323.40425531914894,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-0.32530031763016487,1.9210574967545322,-1.3867850404808415,0.3849906505508835,0.2089721386435257,-0.1760185119073578
5565,4019301300,2014-12-23,472000.0,3,2.0,2200,21890,1.0,0,2,3,8,1200,1000,2014-12-23,2014-12-23,98155,47.7584,-122.271,2600,15162,214.54545454545453,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-0.32530031763016487,-0.8066778233125089,-0.1302505286639463,-1.0836155467706787,-1.26222866960662,-0.17861312283594133
15957,2162000190,2014-12-15,693000.0,3,2.25,2120,13644,2.0,0,1,4,9,1420,700,2014-12-15,2014-12-15,98040,47.5574,-122.214,2950,17060,326.8867924528302,Mercer Island,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-1.4367430695332288,0.5571898367210116,1.1262839831529488,0.43197330680445745,0.24673075034073155,-0.1852425564637259
9642,3760500602,2015-04-27,608095.0,3,2.5,2680,17707,2.0,0,1,3,9,2680,0,2015-04-27,2015-04-27,98034,47.7031,-122.224,2840,21743,226.90111940298507,Kirkland,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-1.4367430695332288,-0.8066778233125089,1.1262839831529488,-0.9169261670160705,-1.117136909692789,-0.20021074267671846
15081,7935000595,2014-10-08,939000.0,3,3.5,2450,9248,2.0,0,4,3,8,1960,490,2014-10-08,2014-10-08,98136,47.5476,-122.397,2620,10207,383.265306122449,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,1.897585186175963,-0.8066778233125089,-0.1302505286639463,1.1925717516018444,0.9606568341995078,-0.2319149174023366
18893,7579200600,2015-04-28,575000.0,3,2.0,1750,5750,1.0,0,2,5,7,870,880,2015-04-28,2015-04-28,98116,47.5579,-122.384,1750,5750,328.57142857142856,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-0.32530031763016487,1.9210574967545322,-1.3867850404808415,0.454700610673518,0.2089721386435257,-0.24572847202999232
1073,2485000202,2015-04-01,986000.0,3,2.5,2380,16080,1.0,0,2,4,9,1340,1040,2015-04-01,2015-04-01,98136,47.5262,-122.386,2560,10070,414.2857142857143,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-0.32530031763016487,0.5571898367210116,1.1262839831529488,1.6110658315313426,1.3581735022437955,-0.2528923292875471
11136,7277100055,2015-02-24,500000.0,3,2.25,2210,7680,1.0,0,2,3,8,1730,480,2015-02-24,2015-02-24,98177,47.7729,-122.389,2390,7680,226.2443438914027,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-0.32530031763016487,-0.8066778233125089,-0.1302505286639463,-0.9257866778769617,-1.26222866960662,-0.3364419917296584
1207,194000505,2014-09-04,651000.0,3,2.0,1940,6440,1.0,0,2,5,7,970,970,2014-09-04,2014-09-04,98116,47.5664,-122.389,1730,4640,335.5670103092784,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-0.32530031763016487,1.9210574967545322,-1.3867850404808415,0.5490774972555574,0.2089721386435257,-0.3401053586120317
3562,3342700371,2014-06-09,539950.0,3,2.25,2190,7149,1.0,0,1,4,8,1240,950,2014-06-09,2014-06-09,98056,47.5243,-122.204,3500,7149,246.55251141552512,Renton,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-1.4367430695332288,0.5571898367210116,-0.1302505286639463,-0.6518106605940508,-1.0098037614761635,-0.35799310088211267
19971,2623039019,2014-05-08,988500.0,3,2.75,2015,16807,2.0,1,4,3,9,2015,0,2014-05-08,2014-05-08,98166,47.45,-122.377,1780,12310,490.57071960297765,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,1.897585186175963,-0.8066778233125089,1.1262839831529488,2.640221313452781,2.2171913460164028,-0.4230299674363782
11603,2716600273,2014-05-28,820000.0,3,2.5,2510,5503,2.0,0,2,3,9,2510,0,2014-05-28,2014-05-28,98136,47.5419,-122.383,1790,6099,326.69322709163345,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-0.32530031763016487,-0.8066778233125089,1.1262839831529488,0.4293619305351991,-0.00569415778972493,-0.43505608832492404
9750,2581300055,2014-11-21,885000.0,3,3.25,2640,16090,1.0,0,2,4,8,1960,680,2014-11-21,2014-11-21,98040,47.5374,-122.213,3690,15000,335.22727272727275,Mercer Island,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-0.32530031763016487,0.5571898367210116,-0.1302505286639463,0.544494122141645,0.10163899042690047,-0.44285513171474455
9797,1563102685,2015-04-22,875000.0,3,2.5,2520,3750,2.0,0,1,4,9,2520,0,2015-04-22,2015-04-22,98116,47.5671,-122.404,2250,6200,347.22222222222223,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-1.4367430695332288,0.5571898367210116,1.1262839831529488,0.7063171170638782,0.24673075034073155,-0.4595863667231467
1437,4473400045,2014-08-26,535000.0,3,2.0,2040,5600,1.0,0,1,5,7,1120,920,2014-08-26,2014-08-26,98144,47.5959,-122.293,2120,4958,262.2549019607843,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-1.4367430695332288,1.9210574967545322,-1.3867850404808415,-0.4399708469672987,-0.9024706132595381,-0.46249976629223943
7281,123059071,2014-07-08,440000.0,3,2.0,1860,217800,2.0,0,2,3,8,1860,0,2014-07-08,2014-07-08,98059,47.5157,-122.107,2500,217800,236.55913978494624,Renton,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-0.32530031763016487,-0.8066778233125089,-0.1302505286639463,-0.7866305135089852,-1.26222866960662,-0.4755981560976349
8058,3878900815,2015-05-04,361000.0,3,2.25,2470,5650,1.0,0,2,3,7,1550,920,2015-05-04,2015-05-04,98178,47.5072,-122.252,1660,5650,146.15384615384616,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-0.32530031763016487,-0.8066778233125089,-1.3867850404808415,-2.0062817824341597,-2.518763181423515,-0.5124813989893555
1360,6821600390,2015-01-08,815000.0,3,2.0,2310,6000,2.0,0,1,4,9,1560,750,2015-01-08,2015-01-08,98199,47.648,-122.395,2000,6000,352.8138528138528,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-1.4367430695332288,0.5571898367210116,1.1262839831529488,0.7817534004110847,0.24673075034073155,-0.5350226500703531
14278,6908200021,2014-10-28,769950.0,3,2.0,2190,5400,1.0,0,2,5,7,1260,930,2014-10-28,2014-10-28,98107,47.6737,-122.4,2160,5400,351.5753424657534,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-0.32530031763016487,1.9210574967545322,-1.3867850404808415,0.7650447470019136,0.2089721386435257,-0.5560726083583879
8772,7856000110,2015-02-03,895000.0,3,2.5,2750,10000,1.0,0,3,3,8,1650,1100,2015-02-03,2015-02-03,98006,47.5644,-122.153,2490,10000,325.45454545454544,Bellevue,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,0.7861424342728991,-0.8066778233125089,-0.1302505286639463,0.412650966278688,-0.15078591770355612,-0.5634368839822441
12381,5135000160,2014-06-12,670000.0,3,2.5,2050,6420,1.0,0,3,3,8,1730,320,2014-06-12,2014-06-12,98116,47.5708,-122.405,2370,7620,326.8292682926829,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,0.7861424342728991,-0.8066778233125089,-0.1302505286639463,0.4311972525260013,-0.15078591770355612,-0.5819831702295574
7720,8894000040,2014-06-25,645000.0,3,2.75,1850,16960,1.0,0,2,4,8,1850,0,2014-06-25,2014-06-25,98177,47.7128,-122.365,2470,13761,348.64864864864865,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-0.32530031763016487,0.5571898367210116,-0.1302505286639463,0.7255609326762519,0.10163899042690047,-0.6239219422493514
8440,9324800650,2015-04-27,587450.0,3,2.25,2190,8775,1.5,0,1,4,8,2190,0,2015-04-27,2015-04-27,98125,47.7303,-122.287,1910,8145,268.2420091324201,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-1.4367430695332288,0.5571898367210116,-0.1302505286639463,-0.35919921772097113,-1.0098037614761635,-0.6506045437551924
11057,868000575,2014-08-19,998800.0,3,2.0,2250,8000,1.0,0,2,4,9,2250,0,2014-08-19,2014-08-19,98177,47.7077,-122.378,2880,10960,443.9111111111111,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-0.32530031763016487,0.5571898367210116,1.1262839831529488,2.0107399145330174,1.3581735022437955,-0.6525664122892219
13562,1604601225,2015-04-02,423500.0,3,2.0,1770,6000,1.0,0,3,3,7,1100,670,2015-04-02,2015-04-02,98118,47.5644,-122.29,1300,3000,239.26553672316385,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,0.7861424342728991,-0.8066778233125089,-1.3867850404808415,-0.7501187084217574,-1.4073204295204513,-0.6572017210986939
6409,2815600305,2015-04-22,695000.0,3,2.0,2560,6800,1.0,0,1,4,8,1380,1180,2015-04-22,2015-04-22,98136,47.5506,-122.395,1780,6800,271.484375,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-1.4367430695332288,0.5571898367210116,-0.1302505286639463,-0.3154566946243688,-1.0098037614761635,-0.6943470668517946
4061,8965500900,2015-02-13,725000.0,3,2.5,2090,9847,2.0,0,2,3,9,2090,0,2015-02-13,2015-02-13,98006,47.5651,-122.114,2860,11483,346.8899521531101,Bellevue,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-0.32530031763016487,-0.8066778233125089,1.1262839831529488,0.7018344856255895,-0.00569415778972493,-0.7075286434153144
12073,7129302685,2014-09-11,699000.0,3,2.0,2010,4320,2.0,0,2,3,9,2010,0,2014-09-11,2014-09-11,98118,47.5153,-122.256,1640,5225,347.76119402985074,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-0.32530031763016487,-0.8066778233125089,1.1262839831529488,0.713588346686464,-0.00569415778972493,-0.7192825044761889
5714,9297300255,2014-07-16,565000.0,3,3.0,2110,4000,1.0,0,2,4,7,1110,1000,2014-07-16,2014-07-16,98126,47.5696,-122.375,1730,4000,267.77251184834125,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-0.32530031763016487,0.5571898367210116,-1.3867850404808415,-0.3655331715779242,-1.1548955213899947,-0.7893623498120705
4793,3948900050,2015-04-27,616000.0,3,3.25,2130,2306,2.0,0,1,5,7,1420,710,2015-04-27,2015-04-27,98136,47.5424,-122.391,1560,4500,289.2018779342723,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-1.4367430695332288,1.9210574967545322,-1.3867850404808415,-0.07643114569858092,-0.9024706132595381,-0.8260394675609573
3272,3625059143,2014-09-03,600000.0,3,2.25,2100,8276,2.0,0,1,4,8,2100,0,2014-09-03,2014-09-03,98008,47.6068,-122.112,2420,18135,285.7142857142857,Bellevue,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-1.4367430695332288,0.5571898367210116,-0.1302505286639463,-0.12348199975539394,-1.0098037614761635,-0.8863217617207695
19207,8125200481,2014-09-26,319000.0,3,2.25,1800,9597,1.0,0,2,3,7,1200,600,2014-09-26,2014-09-26,98188,47.4516,-122.267,1700,13502,177.22222222222223,Seattle,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-0.32530031763016487,-0.8066778233125089,-1.3867850404808415,-1.587140570970807,-2.518763181423515,-0.9316226104527081
19767,3655500030,2015-04-03,719000.0,3,3.5,2540,10578,2.0,0,1,3,9,2010,530,2015-04-03,2015-04-03,98006,47.547,-122.192,3240,9831,283.07086614173227,Bellevue,WA,Washington,King,2.292682926829268,3.591463414634146,8.103658536585366,294.8672515910643,0.8997314511141069,0.7332089683653196,0.795839661064337,74.12388765091052,-1.4367430695332288,-0.8066778233125089,1.1262839831529488,-0.15914418176347678,-1.117136909692789,-0.9579927279293122
